project,card_id,batch,pack_type,pack_no,card_in_pack,ovr,name,position,training_value,is_platinum,manual_value,value_used,note,date_opened
original,257,pack-original-97,NFL Draft,97,1,90,,N/A,10600,False,6360,6360,unidentified; pack_type inferred,
original,258,pack-original-97,NFL Draft,97,2,89,,N/A,6700,False,4020,4020,unidentified; pack_type inferred,
original,259,pack-original-97,NFL Draft,97,3,89,,N/A,6700,False,4020,4020,unidentified; pack_type inferred,
original,260,pack-original-97,NFL Draft,97,4,89,,N/A,6700,False,4020,4020,unidentified; pack_type inferred,
mystery-2,261,70plus-mystery2-1,70+ Gold Player,1,1,85,Derick Hall,REDG,1080,False,648,648,,
mystery-2,262,70plus-mystery2-3,70+ Gold Player,3,1,88,Trey Smith,RG,4200,False,2520,2520,,
mystery-2,263,70plus-mystery2-4,70+ Gold Player,4,1,78,Jason Peters,LT,44,False,26.4,26.4,,
mystery-2,264,70plus-mystery2-5,70+ Gold Player,5,1,76,Princely Umanmielen,REDG,18,False,10.799999999999999,10.799999999999999,,
mystery-2,265,70plus-mystery2-6,70+ Gold Player,6,1,84,Zion Johnson,LG,680,False,408,408,,
mystery-2,266,70plus-mystery2-7,70+ Gold Player,7,1,82,Jimmy Smith,WR,270,False,162,162,,
mystery-2,267,70plus-mystery2-8,70+ Gold Player,8,1,87,Rasul Douglas,CB,2700,False,1620,1620,,
mystery-2,268,70plus-mystery2-9,70+ Gold Player,9,1,78,Lloyd Cushenberry III,C,44,False,26.4,26.4,,
mystery-2,269,70plus-mystery2-10,70+ Gold Player,10,1,81,Michael Wilson,WR,170,False,102,102,,
mystery-2,270,70plus-mystery2-11,70+ Gold Player,11,1,86,Zyon McCollum,CB,1700,False,1020,1020,,
mystery-2,271,70plus-mystery2-12,70+ Gold Player,12,1,76,Mo Alie-Cox,TE,18,False,10.799999999999999,10.799999999999999,,
mystery-2,272,70plus-mystery2-13,70+ Gold Player,13,1,81,Jaycee Horn,CB,170,False,102,102,,
mystery-2,273,70plus-mystery2-2,70+ Gold Player,2,1,84,Anthony Bradford,RG,680,False,408,408,,
mystery-2,274,70plus-mystery2-14,70+ Gold Player,14,1,81,Logan Wilson,WILL,170,False,102,102,,
mystery-2,275,collector-mystery2-1,Collector Series,1,1,92,Trey Hendrickson,REDG,26000,False,15600,15600,collector series,
mystery-2,276,collector-mystery2-1,Collector Series,1,2,83,Charles Tillman,CB,430,False,258,258,legend gold trim - verify value,
mystery-2,277,collector-mystery2-2,Collector Series,2,1,94,Jaelan Phillips,LEDG,66000,False,39600,39600,,
mystery-2,278,collector-mystery2-2,Collector Series,2,2,88,Anton Harrison,RT,4200,False,2520,2520,,
mystery-2,279,collector-mystery2-4,Collector Series,4,1,92,Peyton Hillis,HB,26000,False,15600,15600,power back - verify value,
mystery-2,280,collector-mystery2-4,Collector Series,4,2,80,Teven Jenkins,LG,110,False,66,66,,
mystery-2,281,collector-mystery2-3,Collector Series,4,1,93,Montaric Brown,CB,42000,False,25200,25200,,
mystery-2,282,collector-mystery2-3,Collector Series,4,2,86,Zay Flowers,WR,1700,False,1020,1020,,
mystery-2,283,deepshot-mystery2-1,Deep Shot,1,1,85,D'Andre Swift,HB,1080,False,648,648,,
mystery-2,284,deepshot-mystery2-1,Deep Shot,1,2,86,Matthew Stafford,QB,1700,False,1020,1020,,
mystery-2,285,deepshot-mystery2-1,Deep Shot,1,3,90,Raheem Mostert,HB,10600,False,6360,6360,,
mystery-2,286,deepshot-mystery2-1,Deep Shot,1,4,88,Nick Martin,WILL,4200,False,2520,2520,,
mystery-2,287,deepshot-mystery2-1,Deep Shot,1,5,83,Harrison Butker,K,430,True,76000,76000,platinum kicker,
mystery-2,288,deepshot-mystery2-9,Deep Shot,9,1,89,Bhayshul Tuten,HB,6700,False,4020,4020,,
mystery-2,289,deepshot-mystery2-9,Deep Shot,9,2,89,Robert Spillane,WILL,6700,False,4020,4020,,
mystery-2,290,deepshot-mystery2-9,Deep Shot,9,3,90,Will Shields,RG,10600,False,6360,6360,,
mystery-2,291,deepshot-mystery2-9,Deep Shot,9,4,91,Penei Sewell,RT,16700,False,10020,10020,,
mystery-2,292,deepshot-mystery2-9,Deep Shot,9,5,90,Jack Fox,P,10600,False,6360,6360,,
mystery-2,293,deepshot-mystery2-2,Deep Shot,2,1,88,Anton Harrison,RT,4200,False,2520,2520,,
mystery-2,294,deepshot-mystery2-2,Deep Shot,2,2,94,Nakobe Dean,MIKE,66000,False,39600,39600,,
mystery-2,295,deepshot-mystery2-2,Deep Shot,2,3,91,Trevor Penning,LG,16700,False,10020,10020,flashbacks,
mystery-2,296,deepshot-mystery2-2,Deep Shot,2,4,88,Ty'Ron Hopper,WILL,4200,False,2520,2520,,
mystery-2,297,deepshot-mystery2-2,Deep Shot,2,5,82,DeForest Buckner,DT,270,False,162,162,,
mystery-2,298,deepshot-mystery2-23,Deep Shot,23,2,90,Coby Bryant,SS,10600,False,6360,6360,TOTW,
mystery-2,299,deepshot-mystery2-25,Deep Shot,25,2,84,Nick Bosa,LEDG,680,False,408,408,,
mystery-2,300,deepshot-mystery2-23,Deep Shot,23,4,88,Cole Strange,LG,4200,False,2520,2520,,
mystery-2,301,deepshot-mystery2-25,Deep Shot,25,1,85,Dell Pettus,SS,1080,False,648,648,,
mystery-2,302,deepshot-mystery2-3,Deep Shot,3,1,95,Philip Rivers,QB,100000,False,60000,60000,legend QB - verify value,
mystery-2,303,deepshot-mystery2-3,Deep Shot,3,2,91,J.J. McCarthy,QB,16700,False,10020,10020,,
mystery-2,304,deepshot-mystery2-3,Deep Shot,3,3,84,Mike Jackson,CB,680,False,408,408,,
mystery-2,305,deepshot-mystery2-3,Deep Shot,3,4,88,Zach Harrison,DT,4200,False,2520,2520,TOTW,
mystery-2,306,deepshot-mystery2-3,Deep Shot,3,5,79,Evan Williams,FS,69,False,41.4,41.4,TOTW,
mystery-2,307,deepshot-mystery2-11,Deep Shot,11,1,82,Zach Thomas,MIKE,270,False,162,162,,
mystery-2,308,deepshot-mystery2-11,Deep Shot,11,2,76,Kader Kohou,CB,18,False,10.799999999999999,10.799999999999999,,
mystery-2,309,deepshot-mystery2-11,Deep Shot,11,3,88,Owen Daniels,TE,4200,False,2520,2520,,
mystery-2,310,deepshot-mystery2-11,Deep Shot,11,4,89,Steve Atwater,FS,6700,False,4020,4020,,
mystery-2,311,deepshot-mystery2-11,Deep Shot,11,5,95,Damien Woody,LG,100000,False,60000,60000,Super Bowl program - verify value,
mystery-2,312,deepshot-mystery2-23,Deep Shot,23,3,89,Jake Tonges,TE,6700,False,4020,4020,TOTW,
mystery-2,313,deepshot-mystery2-23,Deep Shot,23,1,92,Tre'von Moehrig,FS,26000,False,15600,15600,flashbacks,
mystery-2,314,deepshot-mystery2-4,Deep Shot,4,1,81,George Karlaftis,LEDG,170,False,102,102,,
mystery-2,315,deepshot-mystery2-4,Deep Shot,4,2,88,Alge Crumpler,TE,4200,False,2520,2520,legend gold trim - verify value,
mystery-2,316,deepshot-mystery2-4,Deep Shot,4,3,88,Alex Ward,LS,4200,False,2520,2520,combine card,
mystery-2,317,deepshot-mystery2-4,Deep Shot,4,4,77,Jordan Stout,P,28,False,16.8,16.8,,
mystery-2,318,deepshot-mystery2-4,Deep Shot,4,5,88,Dylan Sampson,HB,4200,False,2520,2520,TOTW,
mystery-2,319,deepshot-mystery2-13,Deep Shot,13,1,76,Amik Robertson,CB,18,False,10.799999999999999,10.799999999999999,,
mystery-2,320,deepshot-mystery2-13,Deep Shot,13,2,77,Jordan Battle,SS,28,False,16.8,16.8,,
mystery-2,321,deepshot-mystery2-13,Deep Shot,13,3,87,Roman Wilson,WR,2700,False,1620,1620,OVR unclear from screenshot - verify,
mystery-2,322,deepshot-mystery2-13,Deep Shot,13,4,90,Teven Jenkins,LG,10600,False,6360,6360,,
mystery-2,323,deepshot-mystery2-13,Deep Shot,13,5,88,DeAndre Hopkins,WR,4200,False,2520,2520,,
mystery-2,324,deepshot-mystery2-23,Deep Shot,23,5,88,Edgerrin Cooper,MIKE,4200,False,2520,2520,,
mystery-2,325,deepshot-mystery2-25,Deep Shot,25,4,80,Kevin Byard III,FS,110,False,66,66,,
mystery-2,326,deepshot-mystery2-5,Deep Shot,5,1,83,KaVontae Turpin,WR,430,False,258,258,,
mystery-2,327,deepshot-mystery2-5,Deep Shot,5,2,90,Chris Spielman,MIKE,10600,False,6360,6360,legend - verify value,
mystery-2,328,deepshot-mystery2-5,Deep Shot,5,3,83,Cobie Durant,CB,430,False,258,258,,
mystery-2,329,deepshot-mystery2-5,Deep Shot,5,4,88,Deonte Banks,CB,4200,False,2520,2520,,
mystery-2,330,deepshot-mystery2-5,Deep Shot,5,5,85,Donovan Wilson,SS,1080,False,648,648,,
mystery-2,331,deepshot-mystery2-15,Deep Shot,15,1,88,Max Melton,CB,4200,False,2520,2520,,
mystery-2,332,deepshot-mystery2-15,Deep Shot,15,2,82,Colston Loveland,TE,270,False,162,162,,
mystery-2,333,deepshot-mystery2-15,Deep Shot,15,3,85,KeAndre Lambert-Smith,WR,1080,False,648,648,,
mystery-2,334,deepshot-mystery2-15,Deep Shot,15,4,90,Dan Dierdorf,RT,10600,False,6360,6360,legend - verify value,
mystery-2,335,deepshot-mystery2-15,Deep Shot,15,5,81,Henry To'oTo'o,SAM,170,False,102,102,,
mystery-2,336,deepshot-mystery2-24,Deep Shot,24,1,88,Max Melton,CB,4200,False,2520,2520,duplicate of #63,
mystery-2,337,deepshot-mystery2-6,Deep Shot,6,1,89,Hugh Green,WILL,6700,False,4020,4020,legend - verify value,
mystery-2,338,deepshot-mystery2-6,Deep Shot,6,2,82,Greg Rousseau,LEDG,270,False,162,162,,
mystery-2,339,deepshot-mystery2-6,Deep Shot,6,3,88,Zyon McCollum,CB,4200,False,2520,2520,different OVR than 70+ pull (86),
mystery-2,340,deepshot-mystery2-6,Deep Shot,6,4,88,Anton Harrison,RT,4200,False,2520,2520,duplicate of #25,
mystery-2,341,deepshot-mystery2-6,Deep Shot,6,5,90,Sauce Gardner,CB,10600,False,6360,6360,,
mystery-2,342,deepshot-mystery2-17,Deep Shot,17,1,89,Fred Biletnikoff,WR,6700,False,4020,4020,legend - verify value,
mystery-2,343,deepshot-mystery2-17,Deep Shot,17,2,88,Ahkello Witherspoon,CB,4200,False,2520,2520,,
mystery-2,344,deepshot-mystery2-17,Deep Shot,17,3,81,Mason Tipton,WR,170,False,102,102,throwback look,
mystery-2,345,deepshot-mystery2-17,Deep Shot,17,4,78,Tucker Kraft,TE,44,False,26.4,26.4,,
mystery-2,346,deepshot-mystery2-17,Deep Shot,17,5,85,Patrick Chung,SS,1080,False,648,648,legend - verify value,
mystery-2,347,deepshot-mystery2-24,Deep Shot,24,2,88,Michael Bennett,LEDG,4200,False,2520,2520,legend - verify value,
mystery-2,348,deepshot-mystery2-24,Deep Shot,24,3,88,Parker Washington,WR,4200,False,2520,2520,TOTW,
mystery-2,349,deepshot-mystery2-7,Deep Shot,7,1,81,George Holani,HB,170,False,102,102,TOTW,
mystery-2,350,deepshot-mystery2-7,Deep Shot,7,2,88,Alge Crumpler,TE,4200,False,2520,2520,duplicate of #47 (legend),
mystery-2,351,deepshot-mystery2-7,Deep Shot,7,3,88,Jihaad Campbell,WILL,4200,False,2520,2520,,
mystery-2,352,deepshot-mystery2-7,Deep Shot,7,4,81,O'Cyrus Torrence,RG,170,False,102,102,,
mystery-2,353,deepshot-mystery2-7,Deep Shot,7,5,82,Colston Loveland,TE,270,False,162,162,duplicate of #64,
mystery-2,354,deepshot-mystery2-19,Deep Shot,19,1,89,Maurice Jones-Drew,HB,6700,False,4020,4020,flashbacks,
mystery-2,355,deepshot-mystery2-19,Deep Shot,19,2,88,DeAndre Hopkins,WR,4200,False,2520,2520,duplicate of #55,
mystery-2,356,deepshot-mystery2-19,Deep Shot,19,3,86,Abdul Carter,LEDG,1700,False,1020,1020,,
mystery-2,357,deepshot-mystery2-19,Deep Shot,19,4,76,Mykal Walker,MIKE,18,False,10.799999999999999,10.799999999999999,,
mystery-2,358,deepshot-mystery2-19,Deep Shot,19,5,88,Sheldon Rankins,DT,4200,False,2520,2520,flashbacks,
mystery-2,359,deepshot-mystery2-24,Deep Shot,24,4,88,Xavier Legette,WR,4200,False,2520,2520,,
mystery-2,360,deepshot-mystery2-25,Deep Shot,25,3,84,Trey Hendrickson,REDG,680,False,408,408,,
mystery-2,361,deepshot-mystery2-8,Deep Shot,8,1,81,A.J. Terrell Jr,CB,170,False,102,102,,
mystery-2,362,deepshot-mystery2-8,Deep Shot,8,2,88,Tyrod Taylor,QB,4200,False,2520,2520,,
mystery-2,363,deepshot-mystery2-8,Deep Shot,8,3,91,Coleman Shelton,C,16700,False,10020,10020,,
mystery-2,364,deepshot-mystery2-8,Deep Shot,8,4,88,Antrel Rolle,FS,4200,False,2520,2520,legend - verify value,
mystery-2,365,deepshot-mystery2-8,Deep Shot,8,5,82,Robert Hainsey,C,270,False,162,162,,
mystery-2,366,deepshot-mystery2-21,Deep Shot,21,1,91,Isaac Seumalo,LG,16700,False,10020,10020,,
mystery-2,367,deepshot-mystery2-21,Deep Shot,21,2,89,John Randle,DT,6700,False,4020,4020,legend - verify value,
mystery-2,368,deepshot-mystery2-21,Deep Shot,21,3,88,Larry Little,RG,4200,False,2520,2520,legend - verify value,
mystery-2,369,deepshot-mystery2-21,Deep Shot,21,4,81,Daiyan Henley,WILL,170,False,102,102,,
mystery-2,370,deepshot-mystery2-21,Deep Shot,21,5,88,Cooper Beebe,C,4200,False,2520,2520,,
mystery-2,371,deepshot-mystery2-25,Deep Shot,25,5,80,Jaylen Waddle,WR,110,False,66,66,,
mystery-2,372,deepshot-mystery2-24,Deep Shot,24,5,87,Cameron Jordan,REDG,2700,False,1620,1620,,
mystery-2,373,nfl-draft-mystery2-1,NFL Draft,1,1,93,Shedeur Sanders,QB,42000,False,25200,25200,,
mystery-2,374,nfl-draft-mystery2-1,NFL Draft,1,2,92,DJ Turner II,CB,26000,False,15600,15600,theme team surge,
mystery-2,375,nfl-draft-mystery2-1,NFL Draft,1,3,89,Tory Taylor,P,6700,False,4020,4020,,
mystery-2,376,nfl-draft-mystery2-1,NFL Draft,1,4,89,Kobee Minor,CB,6700,False,4020,4020,,
mystery-2,377,nfl-draft-mystery2-2,NFL Draft,2,1,89,Kobee Minor,CB,6700,False,4020,4020,duplicate of #121,
mystery-2,378,nfl-draft-mystery2-2,NFL Draft,2,2,90,Peter Skoronski,LT,10600,False,6360,6360,,
mystery-2,379,nfl-draft-mystery2-2,NFL Draft,2,3,90,Jevon Kearse,LEDG,10600,False,6360,6360,,
mystery-2,380,nfl-draft-mystery2-2,NFL Draft,2,4,90,Terrell Davis,HB,10600,False,6360,6360,legend,
mystery-2,381,nfl-draft-mystery2-3,NFL Draft,3,1,89,Kobee Minor,CB,6700,False,4020,4020,duplicate of #121,
mystery-2,382,nfl-draft-mystery2-3,NFL Draft,3,2,89,Alex Austin,CB,6700,False,4020,4020,,
mystery-2,383,nfl-draft-mystery2-3,NFL Draft,3,3,90,Matthew Stafford,QB,10600,False,6360,6360,,
mystery-2,384,nfl-draft-mystery2-3,NFL Draft,3,4,90,Terrell Davis,HB,10600,False,6360,6360,legend,
mystery-2,385,nfl-draft-mystery2-4,NFL Draft,4,1,90,Andre Cisco,FS,10600,False,6360,6360,,
mystery-2,386,nfl-draft-mystery2-4,NFL Draft,4,2,89,Cal Adomitis,LS,6700,False,4020,4020,,
mystery-2,387,nfl-draft-mystery2-4,NFL Draft,4,3,89,Tory Taylor,P,6700,False,4020,4020,duplicate of #120,
mystery-2,388,nfl-draft-mystery2-4,NFL Draft,4,4,90,Harry Carson,MIKE,10600,False,6360,6360,legend,
mystery-2,389,reeldeals-mystery2-1,Reel Deals,1,1,90,Cris Collinsworth,WR,10600,False,6360,6360,legend,
mystery-2,390,reeldeals-mystery2-1,Reel Deals,1,2,92,Olamide Zaccheaus,WR,26000,False,15600,15600,theme team surge - AH 19325 coins,
mystery-2,391,reeldeals-mystery2-2,Reel Deals,2,1,90,J.J. Watt,REDG,10600,False,6360,6360,legend retro,
mystery-2,392,reeldeals-mystery2-2,Reel Deals,2,2,90,Kurt Warner,QB,10600,False,6360,6360,legend gold trim - verify value,
mystery-2,393,snap-mystery2-1,Snap Fantasy,1,1,88,Jalon Walker,LEDG,4200,False,2520,2520,,
mystery-2,394,snap-mystery2-1,Snap Fantasy,1,2,88,Danny Stutsman,SAM,4200,False,2520,2520,,
mystery-2,395,snap-mystery2-1,Snap Fantasy,1,3,88,Mason McCormick,RG,4200,False,2520,2520,,
mystery-2,396,snap-mystery2-1,Snap Fantasy,1,4,89,Jaylen Waddle,WF,6700,False,4020,4020,,
mystery-2,397,snap-mystery2-1,Snap Fantasy,1,5,90,Darius Muasau,MIKE,10600,False,6360,6360,,
mystery-2,398,snap-mystery2-10,Snap Fantasy,10,1,88,Chase Young,LEDG,4200,False,2520,2520,deep shot,
mystery-2,399,snap-mystery2-10,Snap Fantasy,10,2,87,Jalen Carter,DT,2700,False,1620,1620,deep shot,
mystery-2,400,snap-mystery2-10,Snap Fantasy,10,3,86,Tyson Campbell,CB,1700,False,1020,1020,deep shot,
mystery-2,401,snap-mystery2-10,Snap Fantasy,10,4,85,Trey McBride,TE,1080,False,648,648,deep shot,
mystery-2,402,snap-mystery2-10,Snap Fantasy,10,5,90,DeVonta Smith,WR,10600,False,6360,6360,,
mystery-2,403,snap-mystery2-2,Snap Fantasy,2,1,88,J.J. Watt,REDG,4200,False,2520,2520,,
mystery-2,404,snap-mystery2-2,Snap Fantasy,2,2,89,Maurice Jones-Drew,HB,6700,False,4020,4020,,
mystery-2,405,snap-mystery2-2,Snap Fantasy,2,3,88,Justin Jefferson,WR,4200,False,2520,2520,,
mystery-2,406,snap-mystery2-2,Snap Fantasy,2,4,88,Ty'Ron Hopper,WILL,4200,False,2520,2520,,
mystery-2,407,snap-mystery2-2,Snap Fantasy,2,5,91,Kevin Dotson,RG,16700,False,10020,10020,,
mystery-2,408,snap-mystery2-3,Snap Fantasy,3,1,88,Walter Payton,HB,4200,False,2520,2520,,
mystery-2,409,snap-mystery2-3,Snap Fantasy,3,2,88,Francisco Mauigoa,MIKE,4200,False,2520,2520,,
mystery-2,410,snap-mystery2-3,Snap Fantasy,3,3,88,Javon Kinlaw,DT,4200,False,2520,2520,,
mystery-2,411,snap-mystery2-3,Snap Fantasy,3,4,94,Ryan Kelly,C,66000,False,39600,39600,,
mystery-2,412,snap-mystery2-3,Snap Fantasy,3,5,90,Myles Garrett,REDG,10600,False,6360,6360,,
mystery-2,413,snap-mystery2-4,Snap Fantasy,4,1,88,Sheldon Rankins,DT,4200,False,2520,2520,,
mystery-2,414,snap-mystery2-4,Snap Fantasy,4,2,92,Joey Porter,CB,26000,False,15600,15600,,
mystery-2,415,snap-mystery2-4,Snap Fantasy,4,3,91,Antonio Gates,TE,16700,False,10020,10020,,
mystery-2,416,snap-mystery2-4,Snap Fantasy,4,4,88,Mark Barron,SS,4200,False,2520,2520,,
mystery-2,417,snap-mystery2-4,Snap Fantasy,4,5,88,Tyrique Stevenson,CB,4200,False,2520,2520,,
mystery-2,418,snap-mystery2-5,Snap Fantasy,5,1,89,Jeremy Shockey,TE,6700,False,4020,4020,,
mystery-2,419,snap-mystery2-5,Snap Fantasy,5,2,91,Keith Jackson,TE,16700,False,10020,10020,,
mystery-2,420,snap-mystery2-5,Snap Fantasy,5,3,88,Jaden Hicks,SS,4200,False,2520,2520,,
mystery-2,421,snap-mystery2-5,Snap Fantasy,5,4,88,Brandon Stephens,CB,4200,False,2520,2520,,
mystery-2,422,snap-mystery2-5,Snap Fantasy,5,5,89,Marvin Mims Jr,WR,6700,False,4020,4020,,
mystery-2,423,snap-mystery2-6,Snap Fantasy,6,1,92,Jordan Mailata,LT,26000,False,15600,15600,,
mystery-2,424,snap-mystery2-6,Snap Fantasy,6,2,88,Grant Delpit,SS,4200,False,2520,2520,,
mystery-2,425,snap-mystery2-6,Snap Fantasy,6,3,89,Steve Atwater,FS,6700,False,4020,4020,,
mystery-2,426,snap-mystery2-6,Snap Fantasy,6,4,91,John Riggins,FB,16700,False,10020,10020,,
mystery-2,427,snap-mystery2-6,Snap Fantasy,6,5,88,Xavier Legette,WR,4200,False,2520,2520,,
mystery-2,428,snap-mystery2-7,Snap Fantasy,7,1,89,Stephon Gilmore,CB,6700,False,4020,4020,,
mystery-2,429,snap-mystery2-7,Snap Fantasy,7,2,92,Patrick Surtain II,CB,26000,False,15600,15600,,
mystery-2,430,snap-mystery2-7,Snap Fantasy,7,3,88,Nic Scourton,WILL,4200,False,2520,2520,,
mystery-2,431,snap-mystery2-7,Snap Fantasy,7,4,88,Rigoberto Sanchez,P,4200,False,2520,2520,,
mystery-2,432,snap-mystery2-7,Snap Fantasy,7,5,88,Dak Prescott,QB,4200,False,2520,2520,,
mystery-2,433,snap-mystery2-8,Snap Fantasy,8,1,89,Laramy Tunsil,LT,6700,False,4020,4020,,
mystery-2,434,snap-mystery2-8,Snap Fantasy,8,2,88,DeAndre Hopkins,WR,4200,False,2520,2520,,
mystery-2,435,snap-mystery2-8,Snap Fantasy,8,3,88,Melvin Gordon III,HB,4200,False,2520,2520,,
mystery-2,436,snap-mystery2-8,Snap Fantasy,8,4,88,Reggie Wayne,WR,4200,False,2520,2520,,
mystery-2,437,snap-mystery2-8,Snap Fantasy,8,5,92,Zach Tom,RT,26000,False,15600,15600,,
mystery-2,438,snap-mystery2-9,Snap Fantasy,9,1,88,Isaiah Thomas,REDG,4200,False,2520,2520,,
mystery-2,439,snap-mystery2-9,Snap Fantasy,9,2,90,Riley Moss,CB,10600,False,6360,6360,,
mystery-2,440,snap-mystery2-9,Snap Fantasy,9,3,92,Joe Thuney,LG,26000,False,15600,15600,,
mystery-2,441,snap-mystery2-9,Snap Fantasy,9,4,92,Patrick Surtain,CB,26000,False,15600,15600,,
mystery-2,442,snap-mystery2-9,Snap Fantasy,9,5,88,Mark Barron,SS,4200,False,2520,2520,,
mystery-3,443,70plus-mystery3-1,70+ Gold Player,1,1,94,Champ Bailey,CB,66000,False,39600,39600,"legend - frozen/icicle frame, lightning bolt badge",
mystery-3,444,70plus-mystery3-2,70+ Gold Player,2,1,81,Jonathan Greenard,LEDG,170,False,102,102,,
mystery-3,445,70plus-mystery3-3,70+ Gold Player,3,1,87,Jeremy Shockey,TE,2700,False,1620,1620,Super Bowl program,
mystery-3,446,70plus-mystery3-4,70+ Gold Player,4,1,78,Emmanuel Forbes Jr,CB,44,False,26.4,26.4,GH badge,
mystery-3,447,collector-mystery3-1,Collector Series,5,1,93,Kyle Hamilton,SS,42000,False,25200,25200,Collector Series,
mystery-3,448,collector-mystery3-1,Collector Series,5,2,88,Clay Matthews,SAM,4200,False,2520,2520,legend,
mystery-3,449,collector-mystery3-2,Collector Series,6,1,93,Antoine Winfield Jr,FS,42000,False,25200,25200,Collector Series,
mystery-3,450,collector-mystery3-2,Collector Series,6,2,89,Nick Chubb,HB,6700,False,4020,4020,Flashbacks - upgrade arrow,
mystery-3,451,deepshot-mystery3-1,Deep Shot,1,1,88,Trey Smith,RG,4200,False,2520,2520,upgrade arrow,
mystery-3,452,deepshot-mystery3-1,Deep Shot,1,2,88,Alec Ingold,FB,4200,False,2520,2520,Combine card,
mystery-3,453,deepshot-mystery3-1,Deep Shot,1,3,80,Zaire Franklin,MIKE,110,False,66,66,,
mystery-3,454,deepshot-mystery3-1,Deep Shot,1,4,77,Deion Jones,WILL,28,False,16.8,16.8,,
mystery-3,455,deepshot-mystery3-1,Deep Shot,1,5,81,Tyler Biadasz,C,170,False,102,102,,
mystery-3,456,deepshot-mystery3-2,Deep Shot,2,1,79,Jameson Williams,WR,69,False,41.4,41.4,,
mystery-3,457,deepshot-mystery3-2,Deep Shot,2,2,94,Cam Ward,QB,66000,False,39600,39600,TOTW Week 16,
mystery-3,458,deepshot-mystery3-2,Deep Shot,2,3,85,Wyatt Teller,RG,1080,False,648,648,Collector Series,
mystery-3,459,deepshot-mystery3-2,Deep Shot,2,4,91,The Kings Hand,WR,16700,False,10020,10020,Spectral Threat - Bengals,
mystery-3,460,deepshot-mystery3-2,Deep Shot,2,5,88,Charles Tillman,CB,4200,False,2520,2520,legend,
mystery-3,461,deepshot-mystery3-3,Deep Shot,3,1,88,Randy White,DT,4200,False,2520,2520,legend - Collector Series,
mystery-3,462,deepshot-mystery3-3,Deep Shot,3,2,88,Larry Little,RG,4200,False,2520,2520,legend,
mystery-3,463,deepshot-mystery3-3,Deep Shot,3,3,80,Brandon Jones,FS,110,False,66,66,,
mystery-3,464,deepshot-mystery3-3,Deep Shot,3,4,80,Zay Flowers,WR,110,False,66,66,,
mystery-3,465,deepshot-mystery3-3,Deep Shot,3,5,82,Drew Sanders,MIKE,270,False,162,162,upgrade arrow,
mystery-3,466,nfl-draft-mystery3-1,NFL Draft,1,1,94,Jalen Hurts,QB,66000,False,39600,39600,,
mystery-3,467,nfl-draft-mystery3-1,NFL Draft,1,2,92,Steve Avila,LG,26000,False,15600,15600,Theme Team,
mystery-3,468,nfl-draft-mystery3-1,NFL Draft,1,3,89,Cal Adomitis,LS,6700,False,4020,4020,,
mystery-3,469,nfl-draft-mystery3-1,NFL Draft,1,4,89,Chad Ryland,K,6700,False,4020,4020,,
mystery-3,470,nfl-draft-mystery3-2,NFL Draft,2,1,89,Tory Taylor,P,6700,False,4020,4020,,
mystery-3,471,nfl-draft-mystery3-2,NFL Draft,2,2,92,Corey Dillon,HB,26000,False,15600,15600,Flashbacks - upgrade arrow,
mystery-3,472,nfl-draft-mystery3-2,NFL Draft,2,3,91,Trey McBride,TE,16700,False,10020,10020,,
mystery-3,473,nfl-draft-mystery3-2,NFL Draft,2,4,89,Chad Zavala,LG,6700,False,4020,4020,,
mystery-4,474,70plus-mystery4-1,70+ Gold Player,1,1,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,475,70plus-mystery4-2,70+ Gold Player,2,1,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-4,476,70plus-mystery4-3,70+ Gold Player,3,1,96,,,160000,False,96000.0,96000.0,,2026-05-25
mystery-4,477,70plus-mystery4-4,70+ Gold Player,4,1,81,,,170,False,102.0,102.0,,2026-05-25
mystery-4,478,70plus-mystery4-5,70+ Gold Player,5,1,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,479,70plus-mystery4-6,70+ Gold Player,6,1,85,,,1080,False,648.0,648.0,,2026-05-25
mystery-4,480,70plus-mystery4-7,70+ Gold Player,7,1,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,481,70plus-mystery4-8,70+ Gold Player,8,1,84,,,680,False,408.0,408.0,,2026-05-25
mystery-4,482,70plus-mystery4-9,70+ Gold Player,9,1,79,,,69,False,41.4,41.4,,2026-05-25
mystery-4,483,70plus-mystery4-10,70+ Gold Player,10,1,77,,,28,False,16.8,16.8,,2026-05-25
mystery-4,484,70plus-mystery4-11,70+ Gold Player,11,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,485,deepshot-mystery4-1,Deep Shot,1,1,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,486,deepshot-mystery4-1,Deep Shot,1,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,487,deepshot-mystery4-1,Deep Shot,1,3,77,,,28,False,16.8,16.8,,2026-05-25
mystery-4,488,deepshot-mystery4-1,Deep Shot,1,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,489,deepshot-mystery4-1,Deep Shot,1,5,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-4,490,deepshot-mystery4-2,Deep Shot,2,1,87,,,2700,False,1620.0,1620.0,,2026-05-25
